customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS100732,66500,0.935,0.183,12
CUS100733,46300,0.809,0.004,19
CUS100734,220400,0.928,0.372,18
CUS100735,111600,0.897,0.111,18
CUS100736,37400,0.843,0.091,22
CUS100737,162900,0.865,0.216,19
CUS100738,64100,0.941,0.262,13
CUS100739,70800,0.957,0.01,12
CUS100740,145400,0.926,0.016,21
CUS100741,164100,0.771,0.086,12
CUS100742,59000,0.821,0.198,17
CUS100743,185700,0.882,0.376,18
CUS100744,124200,0.805,0.134,15
CUS100745,59600,0.889,0.086,25
CUS100746,71400,0.978,0.207,18
CUS100747,159400,0.813,0.025,18
CUS100748,45800,0.775,0.121,12
CUS100749,175900,0.937,0.12,18
CUS100750,112400,0.846,0.378,13
CUS100751,110200,0.701,0.134,20
CUS100752,95300,0.862,0.051,24
CUS100753,216000,1.0,0.038,23
CUS100754,205900,0.9,0.344,21
CUS100755,64900,0.976,0.16,10
CUS100756,105000,1.0,0.184,19
CUS100757,200000,0.976,0.038,14
CUS100758,63000,1.0,0.133,27
CUS100759,107400,0.961,0.04,26
CUS100760,136700,0.953,0.102,14
CUS100761,32800,0.886,0.172,17
CUS100762,135600,1.0,0.25,13
CUS100763,45300,0.929,0.072,16
CUS100764,87400,0.852,0.073,15
CUS100765,150000,0.88,0.111,17
CUS100766,29600,0.961,0.456,19
CUS100767,142400,0.87,0.037,17
CUS100768,200400,0.877,0.044,15
CUS100769,66000,0.966,0.302,14
CUS100770,109200,0.778,0.175,19
CUS100771,150600,0.896,0.292,21
CUS100772,39400,0.883,0.208,17
CUS100773,129100,1.0,0.014,17
CUS100774,129000,0.909,0.299,20
CUS100775,115000,0.819,0.156,13
CUS100776,88200,0.899,0.109,21
CUS100777,59600,0.964,0.046,23
CUS100778,155100,0.838,0.322,12
CUS100779,97900,0.862,0.124,17
CUS100780,59700,0.879,0.272,21
CUS100781,83500,0.956,0.024,18
CUS100782,107800,0.969,0.068,19
CUS100783,38500,0.984,0.114,20
CUS100784,94100,0.981,0.246,13
CUS100785,71000,0.877,0.133,22
CUS100786,151200,0.917,0.006,17
CUS100787,40200,0.949,0.148,24
CUS100788,145400,0.896,0.07,18
CUS100789,162900,0.923,0.044,16
CUS100790,39800,0.779,0.081,15
CUS100791,42900,1.0,0.158,17
CUS100792,213200,1.0,0.02,20
CUS100793,55500,0.904,0.135,18
CUS100794,314200,0.766,0.16,16
CUS100795,36500,1.0,0.099,20
CUS100796,103600,1.0,0.119,19
CUS100797,86100,0.926,0.071,19
CUS100798,69800,0.896,0.052,28
CUS100799,93600,1.0,0.022,21
CUS100800,117000,0.979,0.102,12
CUS100801,83100,0.809,0.037,17
CUS100802,52100,0.99,0.114,19
CUS100803,139100,0.962,0.039,26
CUS100804,106900,1.0,0.303,20
CUS100805,90600,0.78,0.058,16
CUS100806,118700,1.0,0.06,25
CUS100807,131400,0.898,0.173,13
CUS100808,59500,0.951,0.136,20
CUS100809,105200,1.0,0.28,11
CUS100810,65800,0.898,0.134,24
CUS100811,126200,0.835,0.206,20
CUS100812,82200,1.0,0.046,19
CUS100813,114600,1.0,0.182,15
CUS100814,73200,0.988,0.087,23
CUS100815,110000,0.889,0.068,15
CUS100816,69500,0.923,0.209,27
CUS100817,87500,0.95,0.104,14
CUS100818,139600,0.804,0.161,16
CUS100819,110700,1.0,0.175,14
CUS100820,86300,0.93,0.053,25
CUS100821,195900,1.0,0.09,17
CUS100822,139000,0.929,0.111,20
CUS100823,123200,0.908,0.091,22
CUS100824,125900,0.886,0.211,14
CUS100825,114000,0.727,0.078,17
CUS100826,183700,1.0,0.171,20
CUS100827,70900,1.0,0.025,19
CUS100828,136700,0.915,0.103,21
CUS100829,100800,0.868,0.272,17
CUS100830,68100,0.904,0.087,12
CUS100831,78100,0.931,0.078,19
CUS100832,99800,0.755,0.063,17
CUS100833,54000,0.861,0.225,22
CUS100834,132400,0.911,0.2,23
CUS100835,83600,0.847,0.072,14
CUS100836,113700,0.865,0.035,22
CUS100837,179400,0.903,0.168,22
CUS100838,96600,0.941,0.158,19
CUS100839,181400,0.798,0.143,20
CUS100840,68800,0.883,0.286,15
CUS100841,58700,0.994,0.103,20
CUS100842,73000,0.971,0.194,14
CUS100843,32300,0.97,0.099,15
CUS100844,115200,0.91,0.037,17
CUS100845,50800,0.908,0.093,18
CUS100846,56100,0.938,0.217,23
CUS100847,111500,0.998,0.1,14
CUS100848,94300,0.841,0.042,21
CUS100849,79900,0.923,0.002,18
CUS100850,36200,0.923,0.139,14
CUS100851,143200,1.0,0.066,13
CUS100852,111300,0.957,0.171,18
CUS100853,238000,0.986,0.11,15
CUS100854,67200,0.939,0.13,13
CUS100855,48800,1.0,0.079,18
CUS100856,130600,1.0,0.033,20
CUS100857,73100,0.985,0.529,16
CUS100858,116100,1.0,0.119,23
CUS100859,173700,0.755,0.077,21
CUS100860,106700,0.922,0.127,23
CUS100861,94600,0.97,0.006,23
CUS100862,87500,1.0,0.059,12
CUS100863,41800,0.979,0.111,15
CUS100864,145800,0.908,0.146,20
CUS100865,140000,0.851,0.02,19
CUS100866,103700,0.981,0.335,14
CUS100867,39900,0.869,0.198,11
CUS100868,74700,0.95,0.086,20
CUS100869,171000,1.0,0.003,21
CUS100870,65000,0.87,0.04,16
CUS100871,118900,0.979,0.185,19
CUS100872,92500,0.768,0.153,21
CUS100873,113900,0.869,0.056,29
CUS100874,78800,1.0,0.068,18
CUS100875,86200,0.987,0.021,21
CUS100876,99500,0.803,0.076,15
CUS100877,57100,1.0,0.198,20
CUS100878,87300,0.941,0.174,19
CUS100879,28100,0.986,0.282,17
CUS100880,75800,0.878,0.176,17
CUS100881,125000,0.898,0.125,19
CUS100882,137400,0.95,0.14,22
CUS100883,117100,0.971,0.175,14
CUS100884,43700,1.0,0.013,17
CUS100885,129000,1.0,0.087,17
CUS100886,52700,0.889,0.012,16
CUS100887,110500,0.893,0.03,12
CUS100888,55800,1.0,0.063,23
CUS100889,62600,0.918,0.086,19
CUS100890,61000,1.0,0.023,14
CUS100891,95800,1.0,0.107,26
CUS100892,78100,0.765,0.08,16
CUS100893,99800,1.0,0.444,24
CUS100894,82800,1.0,0.091,16
CUS100895,43600,0.916,0.121,24
CUS100896,100100,1.0,0.101,17
CUS100897,36100,0.961,0.12,16
CUS100898,62800,0.902,0.115,15
CUS100899,72400,0.854,0.106,17
CUS100900,70500,1.0,0.123,16
CUS100901,36700,0.869,0.074,20
CUS100902,161400,0.872,0.378,13
CUS100903,171300,0.773,0.405,22
CUS100904,201100,0.78,0.205,15
CUS100905,143800,0.986,0.073,27
CUS100906,69300,0.964,0.434,18
CUS100907,65200,0.919,0.047,13
CUS100908,68900,1.0,0.154,9
CUS100909,229300,0.938,0.062,30
CUS100910,82000,0.943,0.1,21
CUS100911,149700,0.894,0.256,16
CUS100912,157700,0.847,0.078,19
CUS100913,87300,0.826,0.153,12
CUS100914,44000,0.847,0.268,23
CUS100915,83700,0.874,0.058,23
CUS100916,93400,0.93,0.088,18
CUS100917,167400,0.949,0.188,22
CUS100918,75300,1.0,0.17,21
CUS100919,52700,0.932,0.212,22
CUS100920,118500,1.0,0.055,26
CUS100921,88000,0.858,0.366,16
CUS100922,29700,0.997,0.092,13
CUS100923,105300,0.847,0.143,22
CUS100924,127900,0.808,0.125,22
CUS100925,57800,0.977,0.127,13
CUS100926,78800,0.984,0.089,19
CUS100927,131400,0.923,0.167,17
CUS100928,99000,0.887,0.029,27
CUS100929,42500,0.948,0.049,16
CUS100930,143900,0.756,0.355,17
CUS100931,181000,0.918,0.045,21
CUS100932,68700,0.835,0.236,14
CUS100933,31800,1.0,0.06,20
CUS100934,124600,0.898,0.039,12
CUS100935,56000,0.909,0.066,20
CUS100936,106100,0.703,0.012,22
CUS100937,237800,0.887,0.132,24
CUS100938,44200,0.813,0.08,17
CUS100939,57100,0.895,0.109,21
CUS100940,78900,0.927,0.057,23
CUS100941,188300,0.982,0.085,14
CUS100942,441500,1.0,0.16,21
CUS100943,99100,0.992,0.077,23
CUS100944,44900,0.837,0.012,20
CUS100945,77400,0.887,0.055,11
CUS100946,65000,0.847,0.089,21
CUS100947,125300,0.94,0.051,14
CUS100948,106500,0.884,0.069,20
CUS100949,45500,0.859,0.167,13
CUS100950,58000,0.875,0.401,28
CUS100951,77500,0.949,0.351,23
CUS100952,74200,0.742,0.033,25
CUS100953,79700,1.0,0.017,20
CUS100954,85800,0.889,0.148,20
CUS100955,143700,0.895,0.22,19
CUS100956,66300,0.87,0.035,12
CUS100957,70800,0.965,0.072,23
CUS100958,45700,0.88,0.05,11
CUS100959,86900,0.859,0.045,16
CUS100960,87200,1.0,0.189,25
CUS100961,38900,0.994,0.071,19
CUS100962,77400,0.775,0.071,21
CUS100963,140800,0.914,0.188,10
CUS100964,123900,0.911,0.243,10
CUS100965,108800,1.0,0.051,15
CUS100966,109500,0.915,0.058,11
CUS100967,62800,0.896,0.325,19
CUS100968,71000,1.0,0.095,30
CUS100969,160600,0.762,0.051,15
CUS100970,126500,0.935,0.118,21
CUS100971,63800,0.986,0.153,18
CUS100972,38800,0.799,0.218,23
CUS100973,60800,0.894,0.536,24
CUS100974,113900,0.969,0.151,16
CUS100975,59700,1.0,0.13,13
CUS100976,112000,0.87,0.091,23
CUS100977,174300,0.816,0.119,21
CUS100978,84300,0.865,0.017,20
CUS100979,79500,1.0,0.127,16
CUS100980,101500,0.96,0.195,18
CUS100981,52700,0.992,0.231,27
CUS100982,59500,0.868,0.077,16
CUS100983,110200,0.824,0.136,15
CUS100984,75400,0.989,0.223,22
CUS100985,96600,0.893,0.13,14
CUS100986,93700,0.855,0.039,30
CUS100987,137400,0.833,0.015,22
CUS100988,113700,0.996,0.157,15
CUS100989,110700,0.858,0.125,20
CUS100990,181400,1.0,0.064,16
CUS100991,186000,1.0,0.101,21
CUS100992,263500,0.987,0.111,21
CUS100993,74100,0.969,0.116,20
CUS100994,243300,0.852,0.279,19
CUS100995,41700,0.875,0.026,16
CUS100996,204000,0.935,0.064,10
CUS100997,60100,0.918,0.212,23
CUS100998,94900,0.944,0.055,24
CUS100999,97300,1.0,0.248,23
CUS101000,57000,0.881,0.033,24
CUS101001,92600,0.897,0.115,28
CUS101002,61900,0.886,0.166,20
CUS101003,48100,0.941,0.066,16
CUS101004,82900,1.0,0.026,17
CUS101005,174300,0.856,0.011,22
CUS101006,70100,0.867,0.167,18
CUS101007,119300,0.892,0.15,18
CUS101008,67300,0.994,0.308,12
CUS101009,50600,0.895,0.031,31
CUS101010,101300,0.91,0.069,20
CUS101011,184300,0.923,0.232,18
CUS101012,96100,0.981,0.359,13
CUS101013,126000,0.891,0.186,14
CUS101014,164900,0.93,0.191,18
CUS101015,92900,0.866,0.138,15
CUS101016,68100,1.0,0.254,15
CUS101017,113200,0.981,0.093,15
CUS101018,116900,0.944,0.03,15
CUS101019,47500,0.941,0.018,17
CUS101020,114500,0.928,0.341,16
CUS101021,90200,0.948,0.055,20
CUS101022,64600,0.887,0.084,18
CUS101023,76400,0.764,0.151,15
CUS101024,57800,0.811,0.157,19
CUS101025,42100,0.945,0.071,7
CUS101026,83600,0.913,0.186,25
CUS101027,118300,0.973,0.268,23
CUS101028,70100,1.0,0.112,17
CUS101029,60300,0.817,0.076,22
CUS101030,60500,1.0,0.172,22
CUS101031,105200,0.889,0.004,18
CUS101032,171600,1.0,0.12,18
CUS101033,123400,1.0,0.079,18
CUS101034,167000,0.982,0.265,18
CUS101035,54900,1.0,0.054,17
CUS101036,81600,0.958,0.171,25
CUS101037,137800,1.0,0.123,20
CUS101038,46700,1.0,0.224,24
CUS101039,64200,1.0,0.11,18
CUS101040,132800,0.985,0.131,18
CUS101041,102400,0.929,0.186,17
CUS101042,58600,0.955,0.105,17
CUS101043,39900,0.883,0.096,17
CUS101044,152700,0.908,0.195,19
CUS101045,34600,0.751,0.166,18
CUS101046,122900,0.983,0.001,13
CUS101047,65300,1.0,0.04,24
CUS101048,130600,0.886,0.069,21
CUS101049,48700,1.0,0.276,18
CUS101050,264500,0.892,0.053,10
CUS101051,115400,0.982,0.091,23
CUS101052,106600,0.846,0.151,18
CUS101053,56100,0.888,0.282,19
CUS101054,84600,1.0,0.027,18
CUS101055,73700,0.879,0.224,12
CUS101056,173100,0.955,0.015,19
CUS101057,115600,0.931,0.023,17
CUS101058,118700,0.882,0.07,16
CUS101059,110500,1.0,0.069,16
CUS101060,119200,0.935,0.161,21
CUS101061,53200,0.902,0.062,18
CUS101062,181400,0.995,0.195,18
CUS101063,58000,0.929,0.064,13
CUS101064,83300,0.963,0.04,17
CUS101065,164800,1.0,0.008,9
CUS101066,209100,0.924,0.231,17
CUS101067,116000,0.885,0.082,22
CUS101068,78400,0.87,0.026,21
CUS101069,90300,0.908,0.011,23
CUS101070,97800,0.933,0.075,18
CUS101071,98300,0.85,0.221,21
CUS101072,53200,0.946,0.277,10
CUS101073,165000,0.767,0.182,20
CUS101074,88400,0.987,0.056,20
CUS101075,69400,0.767,0.098,16
CUS101076,72400,0.86,0.296,26
CUS101077,91500,0.937,0.286,21
CUS101078,46400,0.873,0.095,18
CUS101079,140400,0.904,0.068,15
CUS101080,111900,0.91,0.089,13
CUS101081,169500,0.843,0.135,20
CUS101082,85800,0.898,0.387,28
CUS101083,49800,1.0,0.028,15
CUS101084,51200,1.0,0.125,6
CUS101085,79200,0.925,0.082,9
CUS101086,62700,0.993,0.38,18
CUS101087,70000,0.946,0.199,15
CUS101088,94400,1.0,0.066,24
CUS101089,62100,0.908,0.124,25
CUS101090,96800,0.877,0.136,14
CUS101091,67500,0.914,0.115,20
CUS101092,120600,1.0,0.168,18
CUS101093,71200,1.0,0.089,23
CUS101094,163000,0.857,0.06,12
CUS101095,111800,1.0,0.069,18
CUS101096,100100,0.93,0.243,16
CUS101097,77900,0.83,0.108,15
CUS101098,44400,0.989,0.039,17
CUS101099,152500,0.992,0.118,18
CUS101100,68700,0.973,0.116,22
CUS101101,88200,0.817,0.091,19
CUS101102,95500,0.819,0.024,21
CUS101103,75400,0.922,0.085,13
CUS101104,174700,0.77,0.153,14
CUS101105,47500,0.71,0.165,20
CUS101106,199400,0.853,0.039,11
CUS101107,121200,1.0,0.085,12
CUS101108,83000,0.882,0.007,16
CUS101109,77800,0.924,0.086,30
CUS101110,29900,0.932,0.095,21
CUS101111,57000,0.822,0.28,22
CUS101112,74800,0.962,0.005,17
CUS101113,92200,0.864,0.049,14
CUS101114,167900,0.94,0.443,11
CUS101115,214800,1.0,0.139,16
CUS101116,108500,0.938,0.066,24
CUS101117,102400,1.0,0.22,19
CUS101118,64900,0.965,0.034,18
CUS101119,39100,1.0,0.019,20
CUS101120,66200,0.955,0.421,18
CUS101121,85100,0.952,0.225,15
CUS101122,122600,0.869,0.071,14
CUS101123,115600,1.0,0.199,14
CUS101124,100900,0.924,0.072,8
CUS101125,70000,0.869,0.254,15
CUS101126,34500,0.935,0.188,13
CUS101127,40500,0.8,0.139,14
CUS101128,39000,0.951,0.017,26
CUS101129,89800,0.896,0.135,13
CUS101130,137500,0.954,0.302,13
CUS101131,137800,0.832,0.185,21
CUS101132,121700,0.947,0.063,15
CUS101133,63300,0.755,0.018,17
CUS101134,120000,0.981,0.228,16
CUS101135,57800,0.999,0.126,19
CUS101136,126400,0.938,0.182,19
CUS101137,41300,0.802,0.076,18
CUS101138,52800,0.953,0.18,20
CUS101139,183600,0.873,0.102,18
CUS101140,80200,0.907,0.009,27
CUS101141,60100,0.9,0.016,24
CUS101142,123700,0.934,0.052,14
CUS101143,153000,0.861,0.121,18
CUS101144,67400,0.896,0.043,14
CUS101145,94300,0.903,0.111,24
CUS101146,94100,1.0,0.055,25
CUS101147,33900,1.0,0.11,13
CUS101148,47300,0.785,0.04,22
CUS101149,134100,0.894,0.074,25
CUS101150,57400,0.917,0.109,19
CUS101151,120500,1.0,0.11,25
CUS101152,98200,0.969,0.051,17
CUS101153,151500,1.0,0.305,20
CUS101154,51000,0.94,0.141,19
CUS101155,93800,0.834,0.069,22
CUS101156,89400,0.856,0.062,13
CUS101157,65300,0.877,0.206,15
CUS101158,57900,0.984,0.016,13
CUS101159,96100,0.949,0.049,19
CUS101160,120600,1.0,0.046,23
CUS101161,95000,0.812,0.148,14
CUS101162,92800,0.992,0.081,15
CUS101163,70700,0.993,0.063,20
CUS101164,62800,0.944,0.19,14
CUS101165,57900,1.0,0.181,16
CUS101166,71000,0.845,0.116,16
CUS101167,113200,0.863,0.123,18
CUS101168,132400,0.918,0.271,24
CUS101169,46800,0.855,0.29,14
CUS101170,54200,1.0,0.025,16
CUS101171,62200,0.955,0.059,22
CUS101172,90700,0.807,0.077,16
CUS101173,39600,0.886,0.161,15
CUS101174,58600,0.963,0.107,13
CUS101175,50700,0.955,0.06,18
CUS101176,105000,0.852,0.099,26
CUS101177,98400,0.843,0.073,5
CUS101178,72700,0.997,0.093,12
CUS101179,59100,0.828,0.019,26
CUS101180,70300,0.997,0.094,27
CUS101181,67700,1.0,0.129,17
CUS101182,182100,0.857,0.172,17
CUS101183,126400,1.0,0.072,12
CUS101184,60100,0.894,0.014,18
CUS101185,87200,0.872,0.04,18
CUS101186,120700,1.0,0.081,29
CUS101187,65200,0.925,0.244,18
CUS101188,43900,0.923,0.278,21
CUS101189,40000,0.892,0.054,19
CUS101190,154700,0.853,0.022,15
CUS101191,80500,1.0,0.024,19
CUS101192,117900,0.958,0.022,22
CUS101193,74500,1.0,0.167,19
CUS101194,44800,0.974,0.109,21
CUS101195,51900,0.948,0.15,29
CUS101196,52400,0.858,0.169,20
CUS101197,136600,0.776,0.007,24
CUS101198,186600,0.742,0.218,18
CUS101199,88200,1.0,0.201,17
CUS101200,46300,1.0,0.023,19
CUS101201,115400,0.872,0.087,19
CUS101202,154700,1.0,0.217,26
CUS101203,138600,0.882,0.207,14
CUS101204,84500,0.879,0.123,18
CUS101205,91500,0.99,0.064,22
CUS101206,86100,0.947,0.011,21
CUS101207,136300,1.0,0.062,13
CUS101208,112300,0.866,0.052,16
CUS101209,74500,0.997,0.078,19
CUS101210,65100,0.896,0.132,21
CUS101211,68500,0.877,0.158,13
CUS101212,51900,0.94,0.132,22
CUS101213,157900,1.0,0.106,22
CUS101214,56100,0.915,0.042,20
CUS101215,102400,0.908,0.205,14
CUS101216,58500,0.976,0.12,21
CUS101217,70900,0.962,0.038,16
CUS101218,82200,0.933,0.236,25
CUS101219,114000,0.884,0.059,10
CUS101220,69600,0.797,0.1,9
CUS101221,51200,0.954,0.325,17
CUS101222,88600,0.992,0.098,16
CUS101223,64600,0.911,0.132,13
CUS101224,174900,0.922,0.153,19
CUS101225,71300,0.771,0.051,18
CUS101226,71400,0.829,0.358,20
CUS101227,199400,1.0,0.096,16
CUS101228,127200,0.921,0.06,18
CUS101229,57800,0.948,0.121,23
CUS101230,67700,0.945,0.148,16
CUS101231,113700,0.915,0.122,11
CUS101232,84000,0.831,0.023,25
CUS101233,125600,0.963,0.249,18
CUS101234,54100,1.0,0.076,17
CUS101235,119100,0.989,0.241,20
CUS101236,30500,1.0,0.067,23
CUS101237,83800,0.792,0.176,15
CUS101238,58600,0.863,0.061,20
CUS101239,81300,0.974,0.022,19
CUS101240,82100,0.871,0.078,13
CUS101241,132800,0.989,0.062,18
CUS101242,46900,1.0,0.041,27
CUS101243,32700,0.989,0.126,19
CUS101244,56200,0.926,0.07,22
CUS101245,143900,0.878,0.221,18
CUS101246,42400,0.927,0.258,14
CUS101247,70600,0.841,0.107,14
CUS101248,114100,0.996,0.073,15
CUS101249,89800,1.0,0.129,22
CUS101250,159400,0.946,0.097,13
CUS101251,36300,0.865,0.111,15
CUS101252,78100,0.927,0.096,18
CUS101253,140400,1.0,0.111,18
CUS101254,49700,0.789,0.048,15
CUS101255,154000,1.0,0.298,19
CUS101256,68200,0.846,0.195,24
CUS101257,106500,0.939,0.086,15
CUS101258,151300,0.827,0.035,16
CUS101259,99400,0.867,0.055,11
CUS101260,67000,1.0,0.05,18
CUS101261,122300,0.937,0.261,19
CUS101262,62100,0.896,0.124,16
CUS101263,100400,0.931,0.106,23
CUS101264,45600,0.854,0.155,20
CUS101265,84500,0.86,0.016,20
CUS101266,152200,0.908,0.124,16
CUS101267,67400,1.0,0.042,25
CUS101268,133700,1.0,0.159,25
CUS101269,366300,0.944,0.123,23
CUS101270,81200,0.85,0.051,20
CUS101271,111900,0.912,0.049,17
CUS101272,108400,0.964,0.088,20
CUS101273,89400,0.813,0.09,17
CUS101274,130700,0.987,0.025,21
CUS101275,79500,0.865,0.04,14
CUS101276,65900,0.908,0.264,13
CUS101277,47200,0.935,0.239,22
CUS101278,79100,0.968,0.106,20
CUS101279,123500,0.89,0.03,27
CUS101280,65000,0.819,0.023,17
CUS101281,108200,0.804,0.113,15
CUS101282,89800,0.866,0.134,20
CUS101283,66900,0.876,0.004,23
CUS101284,33600,0.887,0.071,13
CUS101285,164900,0.979,0.351,24
CUS101286,124000,0.937,0.169,16
CUS101287,220600,0.943,0.038,16
CUS101288,128600,0.84,0.289,24
CUS101289,155800,0.867,0.24,20
CUS101290,39900,0.87,0.034,20
CUS101291,39900,0.926,0.084,20
CUS101292,90600,0.995,0.031,18
CUS101293,53100,0.997,0.043,16
CUS101294,61400,0.934,0.125,14
CUS101295,310000,0.847,0.029,16
CUS101296,154400,0.901,0.066,17
CUS101297,51500,0.916,0.096,16
CUS101298,30900,0.94,0.036,16
CUS101299,58800,0.937,0.026,14
CUS101300,65100,0.881,0.047,18
CUS101301,80700,0.858,0.105,22
CUS101302,54800,0.925,0.085,12
CUS101303,126200,1.0,0.158,29
CUS101304,68000,0.94,0.173,16
CUS101305,113700,1.0,0.034,12
CUS101306,87100,0.868,0.157,18
CUS101307,133100,0.949,0.007,17
CUS101308,66800,1.0,0.161,10
CUS101309,57500,0.878,0.142,18
CUS101310,61900,0.939,0.25,14
CUS101311,72700,0.957,0.116,17
CUS101312,218400,0.867,0.007,23
CUS101313,89900,0.971,0.014,13
CUS101314,79400,0.901,0.042,23
CUS101315,143100,0.856,0.135,23
CUS101316,89500,0.993,0.105,16
CUS101317,150500,0.817,0.262,20
CUS101318,71100,0.857,0.264,10
CUS101319,70600,0.89,0.021,18
CUS101320,54900,0.98,0.043,12
CUS101321,202300,0.956,0.019,19
CUS101322,89500,0.799,0.168,12
CUS101323,46800,0.854,0.115,22
CUS101324,91500,0.797,0.029,24
CUS101325,66800,0.869,0.133,24
CUS101326,75000,0.956,0.167,19
CUS101327,100000,1.0,0.017,17
CUS101328,166500,1.0,0.06,16
CUS101329,105100,0.836,0.018,25
CUS101330,64800,0.817,0.107,14
CUS101331,67200,0.81,0.375,13
CUS101332,111700,0.869,0.013,20
CUS101333,35800,0.886,0.005,24
CUS101334,60100,0.885,0.141,25
CUS101335,85800,0.79,0.069,22
CUS101336,38600,0.895,0.094,19
CUS101337,75200,0.912,0.076,25
CUS101338,71100,0.876,0.035,20
CUS101339,136700,1.0,0.07,25
CUS101340,73700,0.783,0.107,13
CUS101341,139600,0.928,0.171,18
CUS101342,100800,0.921,0.117,17
CUS101343,223800,0.919,0.167,11
CUS101344,44800,0.917,0.181,19
CUS101345,181500,0.964,0.106,18
CUS101346,65600,0.896,0.011,8
CUS101347,178200,0.94,0.132,29
CUS101348,144600,0.808,0.116,29
CUS101349,32300,0.887,0.019,18
CUS101350,99800,0.94,0.003,21
CUS101351,138600,1.0,0.069,15
CUS101352,147900,0.974,0.086,19
CUS101353,57000,0.963,0.17,20
CUS101354,115900,0.875,0.165,16
CUS101355,93600,0.986,0.066,16
CUS101356,108400,0.792,0.244,13
CUS101357,146600,0.981,0.26,22
CUS101358,136800,0.978,0.169,13
CUS101359,54000,1.0,0.291,18
CUS101360,98200,0.842,0.032,15
CUS101361,86900,0.888,0.201,23
CUS101362,76200,0.918,0.177,22
CUS101363,89100,0.934,0.045,19
CUS101364,115100,0.951,0.143,13
CUS101365,71000,1.0,0.105,19
CUS101366,129700,1.0,0.182,24
CUS101367,156400,0.89,0.332,9
CUS101368,58600,0.912,0.246,20
CUS101369,151800,0.908,0.244,18
CUS101370,52400,0.879,0.033,26
CUS101371,103400,0.913,0.162,17
CUS101372,174900,0.976,0.029,14
CUS101373,82600,0.93,0.179,22
CUS101374,63300,0.884,0.304,26
CUS101375,75000,0.969,0.059,13
CUS101376,109500,0.927,0.215,22
CUS101377,211400,0.772,0.09,19
CUS101378,41100,0.911,0.412,15
CUS101379,81900,0.969,0.099,14
CUS101380,77400,0.961,0.019,18
CUS101381,73800,1.0,0.041,17
CUS101382,78600,0.936,0.131,18
CUS101383,63400,0.854,0.154,25
CUS101384,154800,0.877,0.25,21
CUS101385,154000,0.928,0.055,16
CUS101386,83700,0.795,0.051,12
CUS101387,77000,0.917,0.174,12
CUS101388,61600,0.999,0.12,20
CUS101389,102800,0.837,0.14,15
CUS101390,182700,0.992,0.333,16
CUS101391,78400,0.868,0.079,16
CUS101392,58500,0.857,0.011,18
CUS101393,69500,0.979,0.114,23
CUS101394,125500,1.0,0.111,12
CUS101395,62900,0.952,0.074,23
CUS101396,84800,0.917,0.084,23
CUS101397,104800,0.808,0.444,18
CUS101398,65300,0.853,0.035,13
CUS101399,39400,0.992,0.152,15
CUS101400,52200,0.861,0.028,13
CUS101401,50600,0.799,0.025,21
CUS101402,76600,0.976,0.24,10
CUS101403,88800,1.0,0.374,19
CUS101404,135800,0.912,0.208,11
CUS101405,53000,0.975,0.2,16
CUS101406,103400,0.902,0.032,10
CUS101407,75000,0.82,0.109,22
CUS101408,35200,0.936,0.188,18
CUS101409,81700,0.943,0.072,24
CUS101410,159100,0.885,0.057,16
CUS101411,110100,0.946,0.093,13
CUS101412,84900,0.919,0.093,16
CUS101413,142900,0.913,0.249,14
CUS101414,89100,1.0,0.034,19
CUS101415,111600,0.769,0.108,18
CUS101416,41100,0.906,0.113,22
CUS101417,49000,0.955,0.134,20
CUS101418,122600,0.857,0.143,18
CUS101419,170500,0.879,0.015,12
CUS101420,95100,0.937,0.274,19
CUS101421,69800,0.824,0.261,18
CUS101422,56700,0.745,0.153,16
CUS101423,69300,0.86,0.094,17
CUS101424,149100,0.954,0.086,12
CUS101425,78400,0.937,0.012,19
CUS101426,143100,0.845,0.102,21
CUS101427,127500,0.902,0.079,22
CUS101428,156200,1.0,0.094,17
CUS101429,95000,0.907,0.249,18
CUS101430,77100,0.871,0.109,19
CUS101431,153700,1.0,0.177,21
CUS101432,56400,0.943,0.05,13
CUS101433,65000,0.958,0.028,23
CUS101434,42700,0.792,0.026,18
CUS101435,46100,0.809,0.255,22
CUS101436,232400,0.863,0.019,18
CUS101437,115100,0.887,0.249,18
CUS101438,50100,0.932,0.133,13
CUS101439,134600,0.783,0.041,14
CUS101440,68600,0.924,0.045,11
CUS101441,108800,0.894,0.049,8
CUS101442,122600,1.0,0.147,17
CUS101443,176200,0.813,0.087,18
CUS101444,64000,0.97,0.094,20
CUS101445,67700,0.969,0.117,22
CUS101446,27900,0.984,0.077,18
CUS101447,84300,0.98,0.263,16
CUS101448,118100,0.853,0.158,19
CUS101449,130700,0.852,0.025,22
CUS101450,138400,0.848,0.033,11
CUS101451,85600,0.976,0.35,21
CUS101452,100200,0.864,0.066,16
CUS101453,89800,0.997,0.072,22
CUS101454,105200,0.911,0.244,21
CUS101455,59100,0.935,0.141,9
